buggy_code,fixed_code
Thread.sleep(500),Thread.sleep(800)
Thread.sleep(500),Thread.sleep(800)
Thread.sleep(500),Thread.sleep(800)
Thread.sleep(200),Thread.sleep(500)
Thread.sleep(200),Thread.sleep(500)
Thread.sleep(200),Thread.sleep(500)
Thread.sleep(200),Thread.sleep(500)
Thread.sleep(200),Thread.sleep(500)
delayer != null,inflightRepository != null
delayer != null,inflightRepository != null
"from(""jms:queue:order"").to(""bean:validateOrder"").to(""mock:validate"").threads(20).unmarshal(mySecureDataFormat).delay(1000)","from(""jms:queue:order"").to(""bean:validateOrder"").to(""mock:validate"").threads(20).unmarshal(mySecureDataFormat).delay(500)"
mock.expectedMessageCount(2),mock.expectedMinimumMessageCount(2)
mock.expectedMessageCount(2),mock.expectedMinimumMessageCount(2)
2,18
(Source)src,(Source)value
FileUtil.compactPath(path),"FileUtil.compactPath(path,'/')"
payload.getBodySources().size() == 1,payload.getBodySources() != null && payload.getBodySources().size() == 1
"future.get(30,TimeUnit.SECONDS)","future.get(120,TimeUnit.SECONDS)"
mock.expectedMinimumMessageCount(3),mock.expectedMinimumMessageCount(2)
mock2.expectedMinimumMessageCount(3),mock2.expectedMinimumMessageCount(2)
mock.expectedMessageCount(2),mock.expectedMinimumMessageCount(2)
mock.expectedMessageCount(2),mock.expectedMinimumMessageCount(2)
mock.expectedMessageCount(2),mock.expectedMinimumMessageCount(2)
mock.expectedMessageCount(2),mock.expectedMinimumMessageCount(2)
mock.expectedMessageCount(3),mock.expectedMinimumMessageCount(3)
mock.expectedMessageCount(3),mock.expectedMinimumMessageCount(3)
mock.expectedMessageCount(10),mock.expectedMinimumMessageCount(10)
mock.expectedMessageCount(10),mock.expectedMinimumMessageCount(10)
mock.expectedMessageCount(10),mock.expectedMinimumMessageCount(10)
mock.expectedMessageCount(10),mock.expectedMinimumMessageCount(10)
"mock.expectedFileExists(""target/failed/error/bye.txt"",""Kabom"")","mock.expectedFileExists(""target/failed/error/bye.txt"")"
Thread.sleep(3000),Thread.sleep(4000)
mock.expectedMessageCount(1),mock.expectedMinimumMessageCount(1)
mock.expectedMessageCount(1),mock.expectedMinimumMessageCount(1)
size=500,size=100
Thread.sleep(100),Thread.sleep(1000)
2,18
2,18
26,18
Thread.sleep(110),Thread.sleep(130)
"IntrospectionSupport.setProperties(jpa,options)","IntrospectionSupport.setProperties(exchange.getContext().getTypeConverter(),jpa,options)"
"IntrospectionSupport.setProperty(jpa,""timestamp"",msg.getTimestamp())","IntrospectionSupport.setProperty(exchange.getContext().getTypeConverter(),jpa,""timestamp"",msg.getTimestamp())"
mock.expectedMessageCount(2),mock.expectedMinimumMessageCount(2)
mock.expectedMessageCount(2),mock.expectedMinimumMessageCount(2)
"getMockEndpoint(""mock:test.after.1"").expectedMinimumMessageCount(10)","getMockEndpoint(""mock:test.after.1"").expectedMessageCount(10)"
"getMockEndpoint(""mock:test.after.1"").expectedMinimumMessageCount(10)","getMockEndpoint(""mock:test.after.1"").expectedMessageCount(10)"
"body.endsWith(""6"")","body.endsWith(""6"") || body.endsWith(""10"")"
file.getFileName(),file.getFileNameOnly()
file.getFileName(),file.getFileNameOnly()
file.getFileName(),file.getFileNameOnly()
file.getFileName(),file.getFileNameOnly()
Thread.sleep(2200),Thread.sleep(3000)
System.currentTimeMillis() + 5000,System.currentTimeMillis() + 10000
Thread.sleep(100),Thread.sleep(200)
Thread.sleep(100),Thread.sleep(200)
Thread.sleep(100),Thread.sleep(200)
Thread.sleep(100),Thread.sleep(200)
Thread.sleep(100),Thread.sleep(200)
mock.setResultWaitTime(3000),mock.setResultWaitTime(4000)
size=1000,size=500
getExecutorServiceManager().shutdown(errorHandlerExecutorService),getExecutorServiceManager().shutdownNow(errorHandlerExecutorService)
getExecutorServiceManager().shutdown(errorHandlerExecutorService),getExecutorServiceManager().shutdownNow(errorHandlerExecutorService)
1,33
body.getData(),body.toByteArray()
body.getData(),body.toByteArray()
bundleContext.getBundle().getEntry(uri),bundleContext.getBundle().getResource(uri)
bundleContext.getBundle().getEntry(uri),bundleContext.getBundle().getResource(uri)
(uptime - days) * 60,(uptime - days) * 24
+portNum,portNum
Thread.sleep(3000),Thread.sleep(4000)
1,33
1,33
f.getAttrs().getATime(),f.getAttrs().getMTime()
f.getAttrs().getATime(),f.getAttrs().getMTime()
"converter.convertTo(rightValue.getClass(),leftValue)","converter.tryConvertTo(rightValue.getClass(),leftValue)"
"converter.convertTo(rightValue.getClass(),leftValue)","converter.tryConvertTo(rightValue.getClass(),leftValue)"
"converter.convertTo(leftValue.getClass(),rightValue)","converter.tryConvertTo(leftValue.getClass(),rightValue)"
"converter.convertTo(leftValue.getClass(),rightValue)","converter.tryConvertTo(leftValue.getClass(),rightValue)"
sshd.stop(),sshd.stop(true)
Thread.sleep(200),Thread.sleep(300)
9,25
mock.expectedMessageCount(1),mock.expectedMinimumMessageCount(1)
mock.expectedMessageCount(1),mock.expectedMinimumMessageCount(1)
4,36
Thread.sleep(1000),Thread.sleep(1500)
"Arrays.asList(""onThreadPoolAdd"",""onContextStart"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onComponentAdd"",""onEndpointAdd"",""onComponentRemove"",""onThreadPoolAdd"",""onContextStop"")","Arrays.asList(""onThreadPoolAdd"",""onContextStart"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onServiceAdd"",""onComponentAdd"",""onEndpointAdd"",""onComponentRemove"",""onContextStop"")"
ServiceHelper.startService(jmx),ServiceHelper.startService(answer)
"mock.message(0).arrives().between(7,9)","mock.message(0).arrives().between(6,9)"
"mock.expectedBodiesReceived(""Hello World"")","mock.expectedBodiesReceivedInAnyOrder(""Hello World"")"
"mock.expectedBodiesReceived(""Hello World"")","mock.expectedBodiesReceivedInAnyOrder(""Hello World"")"
"mock.expectedBodiesReceived(""Hello World 2"")","mock.expectedBodiesReceivedInAnyOrder(""Hello World 2"")"
"mock.expectedBodiesReceived(""Hello World 2"")","mock.expectedBodiesReceivedInAnyOrder(""Hello World 2"")"
"mock.expectedBodiesReceived(""Hello World 2"",""Hello World 4"")","mock.expectedBodiesReceivedInAnyOrder(""Hello World 2"",""Hello World 4"")"
"mock.expectedBodiesReceived(""Hello World 2"",""Hello World 4"")","mock.expectedBodiesReceivedInAnyOrder(""Hello World 2"",""Hello World 4"")"
"mock.expectedBodiesReceived(""Hello World 3"")","mock.expectedBodiesReceivedInAnyOrder(""Hello World 3"")"
"mock.expectedBodiesReceived(""Hello World 3"")","mock.expectedBodiesReceivedInAnyOrder(""Hello World 3"")"
size=5000,size=1000
"getMockEndpoint(""mock:start"").expectedMinimumMessageCount(4)","getMockEndpoint(""mock:start"").expectedMinimumMessageCount(5)"
"scanFeatures(getCamelKarafFeatureUrl(),""camel-core"",""camel-spring"",""camel-"" + feature)","scanFeatures(getCamelKarafFeatureUrl(),""xml-specs-api"",""camel-core"",""camel-spring"",""camel-"" + feature)"
"scanFeatures(getCamelKarafFeatureUrl(),""camel-core"",""camel-spring"",""camel-test"")","scanFeatures(getCamelKarafFeatureUrl(),""xml-specs-api"",""camel-core"",""camel-spring"",""camel-test"")"
elements.size() > i,elements != null && elements.size() > i
9,1
9,1
10,2
10,2
9,1
9,1
9,1
9,1
9,1
IOHelper.getCharsetName(exchange),"IOHelper.getCharsetName(exchange,useDefault)"
ErrorHandlerFactory builder=routeContext.getRoute().getErrorHandlerBuilder(); ,ErrorHandlerBuilder builder=(ErrorHandlerBuilder)routeContext.getRoute().getErrorHandlerBuilder(); 
return false; ,return true; 
"from(""direct:c"").delay(500)","from(""direct:c"").delay(1000)"
"from(""direct:a"").delay(500)","from(""direct:a"").delay(1000)"
node.getNodeName(),node.getLocalName()
node.getNodeName(),node.getLocalName()
element.getNodeName(),element.getLocalName()
element.getNodeName(),element.getLocalName()
element.getNodeName(),element.getLocalName()
element.getNodeName(),element.getLocalName()
element.getNodeName(),element.getLocalName()
element.getNodeName(),element.getLocalName()
element.getNodeName(),element.getLocalName()
element.getNodeName(),element.getLocalName()
element.getNodeName(),element.getLocalName()
element.getNodeName(),element.getLocalName()
"scanFeatures(getKarafFeatureUrl(),""spring"",""spring-dm"",""jetty"")","scanFeatures(getKarafFeatureUrl(),""jetty"")"
"endpointA.expectedBodiesReceived(""A blue car!"",""A blue car, again!"")","endpointA.expectedBodiesReceivedInAnyOrder(""A blue car!"",""A blue car, again!"")"
"endpointA.expectedBodiesReceived(""A blue car!"",""A blue car, again!"")","endpointA.expectedBodiesReceivedInAnyOrder(""A blue car!"",""A blue car, again!"")"
"getMockEndpoint(""mock:line"").expectedMinimumMessageCount(1)","getMockEndpoint(""mock:line"").expectedMinimumMessageCount(0)"
1,33
1,33
Thread.sleep(100),Thread.sleep(200)
start.expectedMessageCount(6),start.expectedMessageCount(7)
start.expectedMessageCount(6),start.expectedMessageCount(7)
start.expectedMessageCount(6),start.expectedMessageCount(7)
"cache.put(new Element(key,element),true)","cache.put(new Element(key,element))"
"cache.put(new Element(key,element),true)","cache.put(new Element(key,element))"
"cache.remove(key,true)",cache.remove(key)
"new GeneralDataCoding(false,false,MessageClass.CLASS1,Alphabet.valueOf(submitSm.getDataCoding()))","new GeneralDataCoding(false,true,MessageClass.CLASS1,Alphabet.valueOf(submitSm.getDataCoding()))"
"new GeneralDataCoding(false,false,MessageClass.CLASS1,Alphabet.ALPHA_DEFAULT)","new GeneralDataCoding(false,true,MessageClass.CLASS1,Alphabet.ALPHA_DEFAULT)"
"new GeneralDataCoding(false,false,MessageClass.CLASS1,Alphabet.ALPHA_DEFAULT)","new GeneralDataCoding(false,true,MessageClass.CLASS1,Alphabet.ALPHA_DEFAULT)"
"new GeneralDataCoding(false,false,MessageClass.CLASS1,Alphabet.ALPHA_8_BIT)","new GeneralDataCoding(false,true,MessageClass.CLASS1,Alphabet.ALPHA_8_BIT)"
"CamelContextHelper.parseInteger(getCamelContext(),keepAliveTime)","CamelContextHelper.parseInteger(getCamelContext(),maxQueueSize)"
10,26
4,36
4,36
18,26
2,18
2,18
"from(""direct:b"").delay(500)","from(""direct:b"").delay(1000)"
"assertEquals(6,set.size())","assertEquals(5,set.size())"
delta < 5000,delta < 7000
146,154
mock.expectedMessageCount(1),mock.expectedMinimumMessageCount(1)
mock.expectedMessageCount(1),mock.expectedMinimumMessageCount(1)
"from(""jms:queue:order"").to(""bean:validateOrder"").to(""mock:validate"").threads(20).unmarshal(mySecureDataFormat).delay(500)","from(""jms:queue:order"").to(""bean:validateOrder"").to(""mock:validate"").threads(20).unmarshal(mySecureDataFormat).delay(1000)"
1,33
redeliveryDelay > maximumRedeliveryDelay,redeliveryDelayResult > maximumRedeliveryDelay
redeliveryDelay > maximumRedeliveryDelay,redeliveryDelayResult > maximumRedeliveryDelay
"mock.expectedBodiesReceived(""c"",""b"",""a"")","mock.expectedBodiesReceivedInAnyOrder(""c"",""b"",""a"")"
"mock.expectedBodiesReceived(""c"",""b"",""a"")","mock.expectedBodiesReceivedInAnyOrder(""c"",""b"",""a"")"
"from(""jms:queue:order"").to(""bean:validateOrder"").to(""mock:validate"").threads(20).unmarshal(mySecureDataFormat).delay(100)","from(""jms:queue:order"").to(""bean:validateOrder"").to(""mock:validate"").threads(20).unmarshal(mySecureDataFormat).delay(500)"
"from(""direct:a"").delay(3000)","from(""direct:a"").delay(2000)"
timeout=2000,timeout=1000
"assertEquals(2000,timeout)","assertEquals(1000,timeout)"
"from(""direct:start"").multicast(new AggregationStrategy(){   public Exchange aggregate(  Exchange oldExchange,  Exchange newExchange){     if (oldExchange == null) {       return newExchange;     }     String body=oldExchange.getIn().getBody(String.class);     oldExchange.getIn().setBody(body + newExchange.getIn().getBody(String.class));     return oldExchange;   } } ).parallelProcessing().timeout(2000)","from(""direct:start"").multicast(new AggregationStrategy(){   public Exchange aggregate(  Exchange oldExchange,  Exchange newExchange){     if (oldExchange == null) {       return newExchange;     }     String body=oldExchange.getIn().getBody(String.class);     oldExchange.getIn().setBody(body + newExchange.getIn().getBody(String.class));     return oldExchange;   } } ).parallelProcessing().timeout(1000)"
"from(""direct:start"").multicast(new MyAggregationStrategy()).parallelProcessing().timeout(2000)","from(""direct:start"").multicast(new MyAggregationStrategy()).parallelProcessing().timeout(1000)"
"from(""direct:a"").delay(3000)","from(""direct:a"").delay(2000)"
"assertEquals(2000,timeout)","assertEquals(1000,timeout)"
"from(""direct:start"").multicast(new AggregationStrategy(){   public Exchange aggregate(  Exchange oldExchange,  Exchange newExchange){     if (oldExchange == null) {       return newExchange;     }     String body=oldExchange.getIn().getBody(String.class);     oldExchange.getIn().setBody(body + newExchange.getIn().getBody(String.class));     return oldExchange;   } } ).parallelProcessing().timeout(2000)","from(""direct:start"").multicast(new AggregationStrategy(){   public Exchange aggregate(  Exchange oldExchange,  Exchange newExchange){     if (oldExchange == null) {       return newExchange;     }     String body=oldExchange.getIn().getBody(String.class);     oldExchange.getIn().setBody(body + newExchange.getIn().getBody(String.class));     return oldExchange;   } } ).parallelProcessing().timeout(1000)"
"from(""direct:start"").multicast(new AggregationStrategy(){   public Exchange aggregate(  Exchange oldExchange,  Exchange newExchange){     if (oldExchange == null) {       return newExchange;     }     String body=oldExchange.getIn().getBody(String.class);     oldExchange.getIn().setBody(body + newExchange.getIn().getBody(String.class));     return oldExchange;   } } ).parallelProcessing().timeout(2000)","from(""direct:start"").multicast(new AggregationStrategy(){   public Exchange aggregate(  Exchange oldExchange,  Exchange newExchange){     if (oldExchange == null) {       return newExchange;     }     String body=oldExchange.getIn().getBody(String.class);     oldExchange.getIn().setBody(body + newExchange.getIn().getBody(String.class));     return oldExchange;   } } ).parallelProcessing().timeout(1000)"
"from(""direct:start"").recipientList(header(""slip"")).aggregationStrategy(new AggregationStrategy(){   public Exchange aggregate(  Exchange oldExchange,  Exchange newExchange){     if (oldExchange == null) {       return newExchange;     }     String body=oldExchange.getIn().getBody(String.class);     oldExchange.getIn().setBody(body + newExchange.getIn().getBody(String.class));     return oldExchange;   } } ).parallelProcessing().timeout(2000)","from(""direct:start"").recipientList(header(""slip"")).aggregationStrategy(new AggregationStrategy(){   public Exchange aggregate(  Exchange oldExchange,  Exchange newExchange){     if (oldExchange == null) {       return newExchange;     }     String body=oldExchange.getIn().getBody(String.class);     oldExchange.getIn().setBody(body + newExchange.getIn().getBody(String.class));     return oldExchange;   } } ).parallelProcessing().timeout(1000)"
"from(""direct:a"").delay(3000)","from(""direct:a"").delay(5000)"
Thread.sleep(1000),Thread.sleep(2000)
i < 1000,i < 10000
defaultCamelContext.removeRouteDefinition(id),defaultCamelContext.removeRoute(id)
defaultCamelContext.removeRouteDefinition(id),defaultCamelContext.removeRoute(id)
33,1
"request.getContentType().equals(""application/x-www-form-urlencoded"")","request.getContentType().startsWith(""application/x-www-form-urlencoded"")"
"request.getContentType().equals(""application/x-www-form-urlencoded"")","request.getContentType().startsWith(""application/x-www-form-urlencoded"")"
"request.getContentType().equals(""application/x-www-form-urlencoded"")","request.getContentType().startsWith(""application/x-www-form-urlencoded"")"
